#Data acquisition DATA FILE 
#
#Program Version 4.0.1-H&H_May_09
#Start time & date: 22:07:33 2010_05_10
#Write Time:21:19:51   Date: 2010_05_11 
#Station nr:5 
#B(T) = alpha*I + Beta*I^3 + gamma*I^5 (I in kA)
#alpha=8.822e-01 	beta=3.104e-06 	gamma=-7.279e-10 
#
#Device type:
#	1: Keithley 199
#	2: Keithley 182 or 2182
#	3: Keithley 2000
#	4: AVS46
#	5: KUN Resistance bridge
#	9: Eg&g Lockin 5210 X
#	10: Eg&g Lockin 5210 X & Y
#	11: Eg&g Lockin 5210 Amplitude & Phase
#	12: Eg&g Lockin 7260 X&Y
#	13: Eg&g Lockin 7260 Amplitude, Phase & Frequency
#	14: Stanford Lockin 530 X & Y
#	15: Stanford Lockin 530 Amplitude & Phase
#	16: Stanford Lockin 830 X & Y
#	17: Stanford Lockin 830 Amplitude & Phase
#	18: AH2500H Capacitance bridge
#	19: AH2700H Capacitance bridge
#	20: AH2700H Capacitance bridge, without reset
#	21: LS340 Temperature controller sensor A&B
#	22: LS340 Temperature controller sensor A val&Calc in oK
#	25: Magnet current read from file: 
#	26: Current(kA) via K182_GPIB-Enet/100 -> Field(Tesla)
#		  Current= K182_1*-2.000000 +K182_2 * -2.000000 
#	27: K199 temperature sensor->T(oK)
#	28: DVR5
#	31: Stanford Lockin 830 Amplitude, Phase & Frequency
#	32: Oxford IPS 120-10 Superconductor power supply
#	33:IXE-alpha stepper motor driver with HEDL-counters

#dev=1 Acquired: address=1 type=26

#dev=2 Acquired: address=10 type=22

#dev=3 Acquired: address=3 type=16

#dev=4 Acquired: address=6 type=16

#dev=5 Acquired: address=1 type=16
#-----------------------------------------------------------
#
Time(sec)	I(kA)(via K182_1&2)	Field(T)	Dev2_LS340_A_R_Input	Dev2_A_Calc.(K)	Dev3SR830_X	Dev3_Y	Dev4SR830_X	Dev4_Y	Dev5SR830_X	Dev5_Y
 85546.807	 1.92454400e+01	 1.69989184e+01	 3.26783000e+02	 3.54850000e+01	 6.95232000e-04	 3.81473000e-06	 8.49012000e-04	 2.90872000e-05	 4.73114000e-07	 -6.05364000e-08
 85547.807	 1.91509000e+01	 1.69152356e+01	 3.26780000e+02	 3.54850000e+01	 6.94994000e-04	 3.69550000e-06	 8.48535000e-04	 2.88488000e-05	 4.45174000e-07	 -8.47508000e-08
 85548.807	 1.90565000e+01	 1.68316790e+01	 3.26778000e+02	 3.54850000e+01	 6.94755000e-04	 3.69550000e-06	 8.48059000e-04	 2.86103000e-05	 4.75908000e-07	 -5.49483000e-08
 85549.807	 1.89620400e+01	 1.67480715e+01	 3.26775000e+02	 3.54860000e+01	 6.94517000e-04	 3.57629000e-06	 8.47701000e-04	 2.82527000e-05	 4.66594000e-07	 -4.93603000e-08
 85550.807	 1.88676000e+01	 1.66644839e+01	 3.26772000e+02	 3.54860000e+01	 6.94159000e-04	 3.45708000e-06	 8.47224000e-04	 2.80143000e-05	 4.64732000e-07	 -9.87206000e-08
 85551.807	 1.87731200e+01	 1.65808633e+01	 3.26771000e+02	 3.54860000e+01	 6.93921000e-04	 3.33787000e-06	 8.46747000e-04	 2.77759000e-05	 4.26548000e-07	 -4.65664000e-08
 85552.807	 1.86786600e+01	 1.64972626e+01	 3.26770000e+02	 3.54870000e+01	 6.93683000e-04	 3.21867000e-06	 8.46390000e-04	 2.75375000e-05	 4.14440000e-07	 -4.84290000e-08
 85553.807	 1.85841400e+01	 1.64136110e+01	 3.26767000e+02	 3.54870000e+01	 6.93325000e-04	 3.09946000e-06	 8.45913000e-04	 2.72990000e-05	 4.39586000e-07	 -4.28411000e-08
 85554.807	 1.84897200e+01	 1.63300502e+01	 3.26764000e+02	 3.54870000e+01	 6.93087000e-04	 3.09946000e-06	 8.45436000e-04	 2.71798000e-05	 4.11646000e-07	 -2.14205000e-08
 85555.807	 1.83952400e+01	 1.62464386e+01	 3.26765000e+02	 3.54870000e+01	 6.92848000e-04	 2.98025000e-06	 8.45078000e-04	 2.68222000e-05	 4.40517000e-07	 -6.89183000e-08
 85556.807	 1.83008000e+01	 1.61628646e+01	 3.26760000e+02	 3.54880000e+01	 6.92610000e-04	 2.86104000e-06	 8.44602000e-04	 2.65838000e-05	 3.85569000e-07	 -8.75448000e-08
 85557.807	 1.82063000e+01	 1.60792398e+01	 3.26757000e+02	 3.54890000e+01	 6.92252000e-04	 2.74183000e-06	 8.44125000e-04	 2.64646000e-05	 4.46105000e-07	 -6.42617000e-08
 85558.807	 1.81119000e+01	 1.59957057e+01	 3.26753000e+02	 3.54890000e+01	 6.92014000e-04	 2.62262000e-06	 8.43767000e-04	 2.62262000e-05	 4.93605000e-07	 -4.00471000e-08
 85559.807	 1.80174000e+01	 1.59120853e+01	 3.26751000e+02	 3.54890000e+01	 6.91775000e-04	 2.50341000e-06	 8.43409000e-04	 2.59877000e-05	 5.03849000e-07	 -2.70085000e-08
 85560.807	 1.79229200e+01	 1.58284849e+01	 3.26749000e+02	 3.54900000e+01	 6.91418000e-04	 2.38420000e-06	 8.42813000e-04	 2.56301000e-05	 4.87085000e-07	 -2.32832000e-08
 85561.807	 1.78285200e+01	 1.57449575e+01	 3.26745000e+02	 3.54900000e+01	 6.91179000e-04	 2.38420000e-06	 8.42456000e-04	 2.55109000e-05	 4.55419000e-07	 -8.10255000e-08
 85562.807	 1.77339400e+01	 1.56612730e+01	 3.26744000e+02	 3.54910000e+01	 6.90822000e-04	 2.26499000e-06	 8.41979000e-04	 2.51533000e-05	 4.98261000e-07	 -5.86735000e-08
 85563.807	 1.76395600e+01	 1.55777678e+01	 3.26742000e+02	 3.54910000e+01	 6.90583000e-04	 2.14578000e-06	 8.41502000e-04	 2.50341000e-05	 4.88948000e-07	 -4.28411000e-08
 85564.807	 1.75451800e+01	 1.54942647e+01	 3.26738000e+02	 3.54910000e+01	 6.90345000e-04	 2.02657000e-06	 8.41025000e-04	 2.47956000e-05	 5.06643000e-07	 -1.01515000e-07
 85565.807	 1.74506800e+01	 1.54106577e+01	 3.26737000e+02	 3.54920000e+01	 6.89987000e-04	 2.02657000e-06	 8.40548000e-04	 2.45572000e-05	 4.88017000e-07	 -6.23991000e-08
 85566.807	 1.73561400e+01	 1.53270176e+01	 3.26734000e+02	 3.54920000e+01	 6.89749000e-04	 1.90736000e-06	 8.40191000e-04	 2.43188000e-05	 4.72182000e-07	 -4.47037000e-08
 85567.807	 1.72617200e+01	 1.52434857e+01	 3.26731000e+02	 3.54920000e+01	 6.89391000e-04	 1.90736000e-06	 8.39714000e-04	 2.40804000e-05	 4.52625000e-07	 -3.16652000e-08
 85568.807	 1.71673000e+01	 1.51599561e+01	 3.26729000e+02	 3.54930000e+01	 6.89153000e-04	 1.78815000e-06	 8.39237000e-04	 2.38420000e-05	 4.66594000e-07	 -5.21543000e-08
 85569.807	 1.70728200e+01	 1.50763756e+01	 3.26725000e+02	 3.54930000e+01	 6.88795000e-04	 1.66894000e-06	 8.38760000e-04	 2.36036000e-05	 4.34929000e-07	 -2.14205000e-08
 85570.807	 1.69784000e+01	 1.49928504e+01	 3.26724000e+02	 3.54930000e+01	 6.88557000e-04	 1.54973000e-06	 8.38283000e-04	 2.33651000e-05	 4.88017000e-07	 -4.47037000e-08
 85571.807	 1.68839800e+01	 1.49093274e+01	 3.26723000e+02	 3.54940000e+01	 6.88199000e-04	 1.43052000e-06	 8.37926000e-04	 2.32459000e-05	 4.89879000e-07	 -7.07810000e-08
 85572.807	 1.67894800e+01	 1.48257357e+01	 3.26720000e+02	 3.54940000e+01	 6.87961000e-04	 1.31131000e-06	 8.37449000e-04	 2.31267000e-05	 4.99193000e-07	 1.86266000e-08
 85573.807	 1.66949600e+01	 1.47421286e+01	 3.26717000e+02	 3.54950000e+01	 6.87603000e-04	 1.31131000e-06	 8.36853000e-04	 2.27691000e-05	 4.14440000e-07	 -6.33304000e-08
 85574.807	 1.66005400e+01	 1.46586121e+01	 3.26717000e+02	 3.54950000e+01	 6.87364000e-04	 1.19210000e-06	 8.36495000e-04	 2.26499000e-05	 4.32135000e-07	 -9.03387000e-08
 85575.807	 1.65060800e+01	 1.45750623e+01	 3.26715000e+02	 3.54950000e+01	 6.87007000e-04	 1.19210000e-06	 8.35899000e-04	 2.22923000e-05	 4.86154000e-07	 -7.07810000e-08
 85576.807	 1.64116000e+01	 1.44914971e+01	 3.26712000e+02	 3.54950000e+01	 6.86649000e-04	 1.07289000e-06	 8.35422000e-04	 2.21730000e-05	 5.01987000e-07	 -3.72531000e-08
 85577.807	 1.63171000e+01	 1.44079163e+01	 3.26711000e+02	 3.54950000e+01	 6.86411000e-04	 9.53682000e-07	 8.35065000e-04	 2.19346000e-05	 4.60075000e-07	 -9.03387000e-08
 85578.807	 1.62226400e+01	 1.43243730e+01	 3.26710000e+02	 3.54960000e+01	 6.86053000e-04	 8.34469000e-07	 8.34469000e-04	 2.16962000e-05	 4.79635000e-07	 -1.18278000e-07
 85579.807	 1.61282000e+01	 1.42408496e+01	 3.26711000e+02	 3.54950000e+01	 6.85815000e-04	 8.34469000e-07	 8.33873000e-04	 2.15770000e-05	 4.91742000e-07	 -6.70557000e-08
 85580.807	 1.60337600e+01	 1.41573282e+01	 3.26712000e+02	 3.54950000e+01	 6.85457000e-04	 7.15259000e-07	 8.33396000e-04	 2.13386000e-05	 5.44827000e-07	 -9.59267000e-08
 85581.807	 1.59392800e+01	 1.40737737e+01	 3.26711000e+02	 3.54950000e+01	 6.85100000e-04	 5.96050000e-07	 8.32919000e-04	 2.11002000e-05	 5.39239000e-07	 -4.09784000e-08
 85582.807	 1.58447600e+01	 1.39901859e+01	 3.26712000e+02	 3.54950000e+01	 6.84861000e-04	 5.96050000e-07	 8.32442000e-04	 2.08617000e-05	 4.32135000e-07	 -1.67639000e-08
 85583.807	 1.57503400e+01	 1.39066886e+01	 3.26715000e+02	 3.54950000e+01	 6.84503000e-04	 3.57630000e-07	 8.31965000e-04	 2.06233000e-05	 4.30273000e-07	 -3.25965000e-08
 85584.807	 1.56559400e+01	 1.38232112e+01	 3.26720000e+02	 3.54940000e+01	 6.84146000e-04	 3.57630000e-07	 8.31369000e-04	 2.05041000e-05	 4.12578000e-07	 -4.65664000e-09
 85585.807	 1.55613400e+01	 1.37395589e+01	 3.26720000e+02	 3.54940000e+01	 6.83788000e-04	 2.38420000e-07	 8.30892000e-04	 2.02657000e-05	 3.99539000e-07	 -6.89183000e-08
 85586.807	 1.54669200e+01	 1.36560680e+01	 3.26721000e+02	 3.54940000e+01	 6.83550000e-04	 2.38420000e-07	 8.30416000e-04	 2.00273000e-05	 4.59144000e-07	 -5.49483000e-08
 85587.807	 1.53724800e+01	 1.35725615e+01	 3.26727000e+02	 3.54930000e+01	 6.83192000e-04	 1.19210000e-07	 8.29939000e-04	 1.97889000e-05	 4.73114000e-07	 -6.23991000e-08
 85588.807	 1.52780200e+01	 1.34890393e+01	 3.26728000e+02	 3.54930000e+01	 6.82835000e-04	 1.19210000e-07	 8.29343000e-04	 1.96696000e-05	 5.00124000e-07	 -3.44592000e-08
 85589.807	 1.51835000e+01	 1.34054662e+01	 3.26735000e+02	 3.54920000e+01	 6.82477000e-04	 0.00000000e+00	 8.28866000e-04	 1.94312000e-05	 4.68457000e-07	 -4.28411000e-08
 85590.807	 1.50891000e+01	 1.33220012e+01	 3.26740000e+02	 3.54910000e+01	 6.82119000e-04	 0.00000000e+00	 8.28389000e-04	 1.93120000e-05	 5.05712000e-07	 -6.23991000e-08
 85591.807	 1.49945800e+01	 1.32384323e+01	 3.26742000e+02	 3.54910000e+01	 6.81762000e-04	 -1.19210000e-07	 8.27793000e-04	 1.90736000e-05	 4.60075000e-07	 -1.67639000e-08
 85592.807	 1.49001200e+01	 1.31549184e+01	 3.26747000e+02	 3.54900000e+01	 6.81404000e-04	 -2.38420000e-07	 8.27197000e-04	 1.88352000e-05	 4.20028000e-07	 -5.21543000e-08
 85593.807	 1.48056600e+01	 1.30714065e+01	 3.26749000e+02	 3.54900000e+01	 6.81046000e-04	 -3.57630000e-07	 8.26720000e-04	 1.87160000e-05	 4.45174000e-07	 -5.21543000e-08
 85594.807	 1.47112200e+01	 1.29879144e+01	 3.26751000e+02	 3.54890000e+01	 6.80808000e-04	 -3.57630000e-07	 8.26124000e-04	 1.85968000e-05	 4.03264000e-07	 -1.20142000e-07
 85595.807	 1.46167600e+01	 1.29044066e+01	 3.26755000e+02	 3.54890000e+01	 6.80450000e-04	 -4.76841000e-07	 8.25647000e-04	 1.83583000e-05	 4.12578000e-07	 -6.79870000e-08
 85596.807	 1.45223400e+01	 1.28209363e+01	 3.26752000e+02	 3.54890000e+01	 6.80093000e-04	 -4.76841000e-07	 8.25051000e-04	 1.81199000e-05	 4.47968000e-07	 -3.81845000e-08
 85597.807	 1.44278600e+01	 1.27374149e+01	 3.26752000e+02	 3.54890000e+01	 6.79616000e-04	 -5.96050000e-07	 8.24455000e-04	 1.78815000e-05	 4.47037000e-07	 -2.88711000e-08
 85598.807	 1.43334200e+01	 1.26539308e+01	 3.26752000e+02	 3.54890000e+01	 6.79258000e-04	 -7.15259000e-07	 8.23978000e-04	 1.76431000e-05	 4.20028000e-07	 -2.79398000e-08
 85599.807	 1.42389600e+01	 1.25704311e+01	 3.26755000e+02	 3.54890000e+01	 6.79020000e-04	 -7.15259000e-07	 8.23382000e-04	 1.75239000e-05	 4.15372000e-07	 -5.12230000e-08
 85600.807	 1.41444800e+01	 1.24869157e+01	 3.26752000e+02	 3.54890000e+01	 6.78543000e-04	 -8.34469000e-07	 8.22786000e-04	 1.74047000e-05	 4.20028000e-07	 -3.35278000e-08
 85601.807	 1.40500400e+01	 1.24034376e+01	 3.26747000e+02	 3.54900000e+01	 6.78185000e-04	 -9.53682000e-07	 8.22190000e-04	 1.72855000e-05	 4.39586000e-07	 -6.70557000e-08
 85602.807	 1.39556200e+01	 1.23199792e+01	 3.26740000e+02	 3.54910000e+01	 6.77828000e-04	 -9.53682000e-07	 8.21594000e-04	 1.70470000e-05	 4.48899000e-07	 -4.47037000e-08
 85603.807	 1.38610800e+01	 1.22364167e+01	 3.26736000e+02	 3.54920000e+01	 6.77470000e-04	 -1.07289000e-06	 8.20998000e-04	 1.69278000e-05	 3.93020000e-07	 -7.91629000e-08
 85604.807	 1.37666200e+01	 1.21529268e+01	 3.26730000e+02	 3.54930000e+01	 6.76993000e-04	 -1.07289000e-06	 8.20402000e-04	 1.65702000e-05	 4.19097000e-07	 -4.28411000e-08
 85605.807	 1.36722400e+01	 1.20695096e+01	 3.26723000e+02	 3.54940000e+01	 6.76755000e-04	 -1.07289000e-06	 8.19925000e-04	 1.64510000e-05	 4.19097000e-07	 -6.51929000e-09
 85606.807	 1.35777600e+01	 1.19860060e+01	 3.26714000e+02	 3.54950000e+01	 6.76278000e-04	 -1.31131000e-06	 8.19329000e-04	 1.63318000e-05	 4.35861000e-07	 2.04892000e-08
 85607.807	 1.34833200e+01	 1.19025396e+01	 3.26707000e+02	 3.54960000e+01	 6.75920000e-04	 -1.31131000e-06	 8.18733000e-04	 1.60934000e-05	 3.64149000e-07	 -1.67639000e-08
 85608.807	 1.33888800e+01	 1.18190752e+01	 3.26699000e+02	 3.54970000e+01	 6.75563000e-04	 -1.43052000e-06	 8.18137000e-04	 1.59742000e-05	 3.86501000e-07	 -5.77422000e-08
 85609.807	 1.32944200e+01	 1.17355950e+01	 3.26691000e+02	 3.54980000e+01	 6.75205000e-04	 -1.43052000e-06	 8.17660000e-04	 1.58550000e-05	 3.75325000e-07	 -3.07339000e-08
 85610.807	 1.31999800e+01	 1.16521344e+01	 3.26680000e+02	 3.55000000e+01	 6.74728000e-04	 -1.43052000e-06	 8.17064000e-04	 1.54973000e-05	 4.11646000e-07	 -4.65664000e-08
 85611.807	 1.31054600e+01	 1.15686050e+01	 3.26671000e+02	 3.55010000e+01	 6.74371000e-04	 -1.54973000e-06	 8.16349000e-04	 1.53781000e-05	 4.08852000e-07	 -7.07810000e-08
 85612.807	 1.30110000e+01	 1.14851305e+01	 3.26659000e+02	 3.55030000e+01	 6.74013000e-04	 -1.66894000e-06	 8.15872000e-04	 1.52589000e-05	 4.15372000e-07	 -6.89183000e-08
 85613.807	 1.29165600e+01	 1.14016755e+01	 3.26647000e+02	 3.55050000e+01	 6.73536000e-04	 -1.66894000e-06	 8.15276000e-04	 1.50204000e-05	 4.00471000e-07	 -3.81845000e-08
 85614.807	 1.28221200e+01	 1.13182224e+01	 3.26637000e+02	 3.55070000e+01	 6.73179000e-04	 -1.66894000e-06	 8.14561000e-04	 1.49012000e-05	 3.81844000e-07	 -2.60771000e-08
 85615.807	 1.27277000e+01	 1.12347889e+01	 3.26625000e+02	 3.55080000e+01	 6.72821000e-04	 -1.90736000e-06	 8.13965000e-04	 1.47820000e-05	 4.07921000e-07	 -1.49013000e-08
 85616.807	 1.26332600e+01	 1.11513395e+01	 3.26615000e+02	 3.55100000e+01	 6.72344000e-04	 -1.90736000e-06	 8.13249000e-04	 1.45436000e-05	 4.07921000e-07	 -2.98025000e-08
 85617.807	 1.25387600e+01	 1.10678389e+01	 3.26603000e+02	 3.55120000e+01	 6.71867000e-04	 -2.02657000e-06	 8.12773000e-04	 1.44244000e-05	 3.98608000e-07	 -2.42145000e-08
 85618.807	 1.24442600e+01	 1.09843402e+01	 3.26590000e+02	 3.55140000e+01	 6.71390000e-04	 -2.02657000e-06	 8.12057000e-04	 1.43052000e-05	 4.49831000e-07	 -7.73002000e-08
 85619.807	 1.23497800e+01	 1.09008609e+01	 3.26577000e+02	 3.55160000e+01	 6.71033000e-04	 -2.02657000e-06	 8.11461000e-04	 1.41860000e-05	 4.23754000e-07	 -7.63689000e-08
 85620.807	 1.22553400e+01	 1.08174188e+01	 3.26566000e+02	 3.55170000e+01	 6.70556000e-04	 -2.14578000e-06	 8.10865000e-04	 1.39475000e-05	 3.97677000e-07	 -1.49013000e-08
 85621.807	 1.21608400e+01	 1.07339255e+01	 3.26550000e+02	 3.55200000e+01	 6.70198000e-04	 -2.14578000e-06	 8.10269000e-04	 1.37091000e-05	 4.07921000e-07	 -4.09784000e-08
 85622.807	 1.20664000e+01	 1.06504870e+01	 3.26543000e+02	 3.55210000e+01	 6.69722000e-04	 -2.38420000e-06	 8.09554000e-04	 1.35899000e-05	 3.91157000e-07	 -5.68109000e-08
 85623.807	 1.19719800e+01	 1.05670679e+01	 3.26534000e+02	 3.55220000e+01	 6.69245000e-04	 -2.38420000e-06	 8.08839000e-04	 1.34707000e-05	 4.08852000e-07	 -2.60771000e-08
 85624.807	 1.18775600e+01	 1.04836506e+01	 3.26525000e+02	 3.55230000e+01	 6.68887000e-04	 -2.38420000e-06	 8.08243000e-04	 1.33515000e-05	 4.06990000e-07	 -6.14677000e-08
 85625.807	 1.17830200e+01	 1.04001290e+01	 3.26521000e+02	 3.55240000e+01	 6.68410000e-04	 -2.50341000e-06	 8.07527000e-04	 1.32323000e-05	 3.84638000e-07	 -2.14205000e-08
 85626.807	 1.16886800e+01	 1.03167859e+01	 3.26515000e+02	 3.55250000e+01	 6.67933000e-04	 -2.50341000e-06	 8.06812000e-04	 1.31131000e-05	 3.95814000e-07	 -6.61244000e-08
 85627.807	 1.15942000e+01	 1.02333208e+01	 3.26508000e+02	 3.55260000e+01	 6.67457000e-04	 -2.50341000e-06	 8.06216000e-04	 1.27555000e-05	 4.23754000e-07	 -7.07810000e-08
 85628.807	 1.14997200e+01	 1.01498575e+01	 3.26509000e+02	 3.55260000e+01	 6.66980000e-04	 -2.62262000e-06	 8.05501000e-04	 1.26362000e-05	 3.69737000e-07	 -4.93603000e-08
 85629.807	 1.14052400e+01	 1.00663959e+01	 3.26507000e+02	 3.55260000e+01	 6.66622000e-04	 -2.74183000e-06	 8.04786000e-04	 1.25170000e-05	 3.98608000e-07	 -4.93603000e-08
 85630.807	 1.13107800e+01	 9.98295359e+00	 3.26510000e+02	 3.55260000e+01	 6.66026000e-04	 -2.74183000e-06	 8.04070000e-04	 1.23978000e-05	 3.97677000e-07	 -4.93603000e-08
 85631.807	 1.12162600e+01	 9.89946002e+00	 3.26512000e+02	 3.55250000e+01	 6.65549000e-04	 -2.74183000e-06	 8.03236000e-04	 1.21594000e-05	 3.68806000e-07	 -3.53905000e-08
 85632.807	 1.11218400e+01	 9.81605646e+00	 3.26513000e+02	 3.55250000e+01	 6.65072000e-04	 -2.74183000e-06	 8.02640000e-04	 1.21594000e-05	 4.02333000e-07	 -7.17123000e-08
 85633.807	 1.10274000e+01	 9.73263690e+00	 3.26519000e+02	 3.55240000e+01	 6.64596000e-04	 -2.98025000e-06	 8.01925000e-04	 1.20402000e-05	 3.74393000e-07	 -3.53905000e-08
 85634.807	 1.09329400e+01	 9.64920134e+00	 3.26525000e+02	 3.55230000e+01	 6.64119000e-04	 -2.98025000e-06	 8.01209000e-04	 1.19210000e-05	 3.35278000e-07	 -4.47037000e-08
 85635.807	 1.08384400e+01	 9.56573209e+00	 3.26531000e+02	 3.55230000e+01	 6.63523000e-04	 -3.09946000e-06	 8.00375000e-04	 1.16826000e-05	 3.67874000e-07	 -8.28882000e-08
 85636.807	 1.07440000e+01	 9.48231748e+00	 3.26539000e+02	 3.55210000e+01	 6.63046000e-04	 -3.09946000e-06	 7.99540000e-04	 1.15634000e-05	 3.60424000e-07	 -9.12701000e-08
 85637.807	 1.06495600e+01	 9.39890448e+00	 3.26548000e+02	 3.55200000e+01	 6.62450000e-04	 -3.09946000e-06	 7.98825000e-04	 1.14442000e-05	 3.35278000e-07	 -4.00471000e-08
 85638.807	 1.05550600e+01	 9.31544011e+00	 3.26557000e+02	 3.55180000e+01	 6.61973000e-04	 -3.09946000e-06	 7.98110000e-04	 1.12057000e-05	 3.14789000e-07	 -7.82316000e-08
 85639.807	 1.04606200e+01	 9.23203033e+00	 3.26566000e+02	 3.55170000e+01	 6.61377000e-04	 -3.21867000e-06	 7.97275000e-04	 1.10865000e-05	 3.41797000e-07	 -3.72531000e-08
 85640.807	 1.03661400e+01	 9.14858682e+00	 3.26575000e+02	 3.55160000e+01	 6.60900000e-04	 -3.21867000e-06	 7.96560000e-04	 1.09673000e-05	 3.25965000e-07	 -5.86735000e-08
 85641.807	 1.02717000e+01	 9.06518021e+00	 3.26588000e+02	 3.55140000e+01	 6.60423000e-04	 -3.33787000e-06	 7.95726000e-04	 1.08481000e-05	 3.53904000e-07	 -6.61244000e-08
 85642.807	 1.01772200e+01	 8.98173984e+00	 3.26599000e+02	 3.55120000e+01	 6.59827000e-04	 -3.33787000e-06	 7.94891000e-04	 1.07289000e-05	 3.71600000e-07	 -5.12230000e-08
 85643.807	 1.00827800e+01	 8.89833635e+00	 3.26608000e+02	 3.55110000e+01	 6.59112000e-04	 -3.33787000e-06	 7.94057000e-04	 1.04905000e-05	 3.58561000e-07	 -1.04309000e-07
 85644.807	 9.98828000e+00	 8.81488141e+00	 3.26620000e+02	 3.55090000e+01	 6.58754000e-04	 -3.33787000e-06	 7.93222000e-04	 1.04905000e-05	 4.02333000e-07	 -4.00471000e-08
 85645.807	 9.89386000e+00	 8.73149866e+00	 3.26630000e+02	 3.55080000e+01	 6.58039000e-04	 -3.57629000e-06	 7.92269000e-04	 1.02521000e-05	 3.60424000e-07	 -5.40169000e-08
 85646.807	 9.79938000e+00	 8.64806443e+00	 3.26642000e+02	 3.55060000e+01	 6.57443000e-04	 -3.57629000e-06	 7.91434000e-04	 1.01328000e-05	 3.54836000e-07	 -4.19097000e-08
 85647.807	 9.70494000e+00	 8.56466704e+00	 3.26650000e+02	 3.55050000e+01	 6.56847000e-04	 -3.57629000e-06	 7.90600000e-04	 1.00136000e-05	 2.77536000e-07	 -2.14205000e-08
 85648.807	 9.61042000e+00	 8.48120050e+00	 3.26657000e+02	 3.55040000e+01	 6.56251000e-04	 -3.69550000e-06	 7.89646000e-04	 9.89443000e-06	 3.19445000e-07	 -9.31327000e-08
 85649.807	 9.51604000e+00	 8.39785906e+00	 3.26664000e+02	 3.55020000e+01	 6.55655000e-04	 -3.81473000e-06	 7.88812000e-04	 9.77522000e-06	 3.18514000e-07	 -6.05364000e-08
 85650.807	 9.42166000e+00	 8.31451909e+00	 3.26674000e+02	 3.55010000e+01	 6.55059000e-04	 -3.81473000e-06	 7.87977000e-04	 9.65601000e-06	 3.25965000e-07	 -3.07339000e-08
 85651.807	 9.32708000e+00	 8.23100398e+00	 3.26680000e+02	 3.55000000e+01	 6.54463000e-04	 -3.81473000e-06	 7.87023000e-04	 9.65601000e-06	 3.38072000e-07	 -1.67639000e-08
 85652.807	 9.23268000e+00	 8.14764925e+00	 3.26685000e+02	 3.54990000e+01	 6.53747000e-04	 -3.81473000e-06	 7.86070000e-04	 9.41759000e-06	 3.22239000e-07	 -4.00471000e-08
 85653.807	 9.13822000e+00	 8.06424297e+00	 3.26691000e+02	 3.54980000e+01	 6.53151000e-04	 -3.93394000e-06	 7.85235000e-04	 9.29838000e-06	 3.46454000e-07	 -4.93603000e-08
 85654.807	 9.04374000e+00	 7.98082045e+00	 3.26689000e+02	 3.54990000e+01	 6.52555000e-04	 -3.93394000e-06	 7.84282000e-04	 9.17917000e-06	 2.95231000e-07	 1.86266000e-09
 85655.807	 8.94928000e+00	 7.89741701e+00	 3.26694000e+02	 3.54980000e+01	 6.51840000e-04	 -3.93394000e-06	 7.83328000e-04	 9.05996000e-06	 3.07338000e-07	 -2.42145000e-08
 85656.807	 8.85480000e+00	 7.81399729e+00	 3.26695000e+02	 3.54980000e+01	 6.51125000e-04	 -3.93394000e-06	 7.82374000e-04	 8.94075000e-06	 3.25033000e-07	 -4.28411000e-08
 85657.807	 8.76030000e+00	 7.73056130e+00	 3.26699000e+02	 3.54970000e+01	 6.50529000e-04	 -4.05314000e-06	 7.81421000e-04	 8.82155000e-06	 3.49248000e-07	 -4.74977000e-08
 85658.807	 8.66588000e+00	 7.64719731e+00	 3.26699000e+02	 3.54970000e+01	 6.49814000e-04	 -4.05314000e-06	 7.80467000e-04	 8.70234000e-06	 3.33415000e-07	 -2.60771000e-08
 85659.807	 8.57142000e+00	 7.56379936e+00	 3.26696000e+02	 3.54980000e+01	 6.49098000e-04	 -4.05314000e-06	 7.79394000e-04	 8.58313000e-06	 3.06407000e-07	 -3.81845000e-08
 85660.807	 8.47694000e+00	 7.48038510e+00	 3.26695000e+02	 3.54980000e+01	 6.48383000e-04	 -4.17235000e-06	 7.78321000e-04	 8.46392000e-06	 2.95231000e-07	 -4.74977000e-08
 85661.807	 8.38252000e+00	 7.39702514e+00	 3.26693000e+02	 3.54980000e+01	 6.47668000e-04	 -4.17235000e-06	 7.77368000e-04	 8.34471000e-06	 3.10132000e-07	 -4.47037000e-08
 85662.807	 8.28804000e+00	 7.31361352e+00	 3.26691000e+02	 3.54980000e+01	 6.46953000e-04	 -4.17235000e-06	 7.76414000e-04	 8.22550000e-06	 3.31553000e-07	 -5.40169000e-08
 85663.807	 8.19358000e+00	 7.23022086e+00	 3.26690000e+02	 3.54990000e+01	 6.46237000e-04	 -4.29156000e-06	 7.75341000e-04	 8.10629000e-06	 2.87780000e-07	 -1.49013000e-08
 85664.807	 8.09914000e+00	 7.14684715e+00	 3.26684000e+02	 3.55000000e+01	 6.45522000e-04	 -4.29156000e-06	 7.74268000e-04	 7.98708000e-06	 3.32484000e-07	 -6.23991000e-08
 85665.807	 8.00466000e+00	 7.06343940e+00	 3.26681000e+02	 3.55000000e+01	 6.44807000e-04	 -4.29156000e-06	 7.73195000e-04	 7.98708000e-06	 3.74393000e-07	 -6.23991000e-08
 85666.807	 7.91022000e+00	 6.98006823e+00	 3.26678000e+02	 3.55000000e+01	 6.43972000e-04	 -4.29156000e-06	 7.72122000e-04	 7.74866000e-06	 3.36209000e-07	 -2.79398000e-08
