file FFTd=BaFe2P2_00828a_1.dat
Selected B range, Bmin=4.000 T Bmax=5.000 T
Subtracted Poly order =3
Padding =8
F[T]	Amp
 8.19689941406250E+0001	 1.47930927413517E-0004
 8.34869384765625E+0001	 1.69765841001206E-0004
 8.50048828125000E+0001	 1.89001497824742E-0004
 8.65228271484375E+0001	 2.05566928152492E-0004
 8.80407714843750E+0001	 2.19512312925297E-0004
 8.95587158203125E+0001	 2.30967261720837E-0004
 9.10766601562500E+0001	 2.40118577564118E-0004
 9.25946044921875E+0001	 2.47195404237050E-0004
 9.41125488281250E+0001	 2.52456997638512E-0004
 9.56304931640625E+0001	 2.56181056032850E-0004
 9.71484375000000E+0001	 2.58651698095390E-0004
 9.86663818359375E+0001	 2.60146805357245E-0004
 1.00184326171875E+0002	 2.60924906923352E-0004
 1.01702270507812E+0002	 2.61212193527256E-0004
 1.03220214843750E+0002	 2.61190598485652E-0004
 1.04738159179687E+0002	 2.60988100092042E-0004
 1.06256103515625E+0002	 2.60672389527169E-0004
 1.07774047851562E+0002	 2.60248757080935E-0004
 1.09291992187500E+0002	 2.59662514739750E-0004
 1.10809936523437E+0002	 2.58805630701356E-0004
 1.12327880859375E+0002	 2.57526685694750E-0004
 1.13845825195312E+0002	 2.55642924218431E-0004
 1.15363769531250E+0002	 2.52953122984236E-0004
 1.16881713867187E+0002	 2.49250187652936E-0004
 1.18399658203125E+0002	 2.44332709118545E-0004
 1.19917602539062E+0002	 2.38015048792663E-0004
 1.21435546875000E+0002	 2.30135799779902E-0004
 1.22953491210937E+0002	 2.20564654451038E-0004
 1.24471435546875E+0002	 2.09207801627837E-0004
 1.25989379882812E+0002	 1.96012000371658E-0004
 1.27507324218750E+0002	 1.80967458909857E-0004
 1.29025268554688E+0002	 1.64109609625608E-0004
 1.30543212890625E+0002	 1.45519830737435E-0004
 1.32061157226563E+0002	 1.25325132294861E-0004
 1.33579101562500E+0002	 1.03696803435630E-0004
 1.35097045898438E+0002	 8.08480114435649E-0005
 1.36614990234375E+0002	 5.70303531615608E-0005
 1.38132934570313E+0002	 3.25294102293705E-0005
 1.39650878906250E+0002	 7.66041837379112E-0006
 1.41168823242188E+0002	 1.72471945984290E-0005
 1.42686767578125E+0002	 4.18341485124000E-0005
 1.44204711914063E+0002	 6.57474559751150E-0005
 1.45722656250000E+0002	 8.86313233413030E-0005
 1.47240600585938E+0002	 1.10140875742073E-0004
 1.48758544921875E+0002	 1.29950819480796E-0004
 1.50276489257813E+0002	 1.47764208673652E-0004
 1.51794433593750E+0002	 1.63320860838768E-0004
 1.53312377929688E+0002	 1.76405171175451E-0004
 1.54830322265625E+0002	 1.86853107644481E-0004
 1.56348266601563E+0002	 1.94558201398301E-0004
 1.57866210937500E+0002	 1.99476389907468E-0004
 1.59384155273438E+0002	 2.01629624164487E-0004
 1.60902099609375E+0002	 2.01108215292737E-0004
 1.62420043945313E+0002	 1.98071965738109E-0004
 1.63937988281250E+0002	 1.92750196224447E-0004
 1.65455932617188E+0002	 1.85440819286633E-0004
 1.66973876953125E+0002	 1.76508573620919E-0004
 1.68491821289063E+0002	 1.66382316570452E-0004
 1.70009765625000E+0002	 1.55550676046353E-0004
 1.71527709960938E+0002	 1.44554068800564E-0004
 1.73045654296875E+0002	 1.33968776408267E-0004
 1.74563598632813E+0002	 1.24375716174675E-0004
 1.76081542968750E+0002	 1.16305178864211E-0004
 1.77599487304688E+0002	 1.10155225395273E-0004
 1.79117431640625E+0002	 1.06101547884584E-0004
 1.80635375976563E+0002	 1.04041519295421E-0004
 1.82153320312500E+0002	 1.03614241499222E-0004
 1.83671264648438E+0002	 1.04295578785495E-0004
 1.85189208984375E+0002	 1.05520551071666E-0004
